Pose Estimation Results
Timestamp,2025-08-13 22:20:24
Global RMSE (pixels),1358295203840.000000
Global Mean Error (pixels),38514245632.000000
Total Markers,311

Filename,Marker_ID,RMSE,Mean_Error,X_Position,Y_Position,Z_Position,Rotation_X,Rotation_Y,Rotation_Z
image_000045_20250813_194704_854.jpg,203,0.406120,0.209126,0.158010,0.100700,0.805548,8.016,168.092,-22.233
image_000045_20250813_194704_854.jpg,40,0.342061,0.171192,-0.090645,-0.136369,0.818823,8.476,167.380,-18.445
image_000045_20250813_194704_854.jpg,62,156.526993,117.651939,0.013636,-0.006826,0.099408,-91.471,7.724,69.525
image_000020_20250813_194639_371.jpg,124,0.674039,0.612362,-0.056341,0.125660,0.677769,-119.753,125.713,-5.213
image_000020_20250813_194639_371.jpg,98,0.489101,0.357700,-0.094818,-0.041988,0.691662,3.949,174.184,-6.772
image_000020_20250813_194639_371.jpg,40,0.553106,0.329138,-0.013878,-0.125718,0.717846,3.064,168.543,-5.332
image_000020_20250813_194639_371.jpg,23,0.202789,0.105778,0.068098,0.072373,0.726639,3.812,166.215,-7.941
image_000020_20250813_194639_371.jpg,203,0.463259,0.242914,0.214757,0.127231,0.753628,5.110,167.164,-3.320
image_000020_20250813_194639_371.jpg,62,0.240118,0.130291,0.180278,-0.033671,0.756538,172.471,-4.359,21.189
image_000034_20250813_194653_615.jpg,124,0.456248,0.229383,-0.094580,0.111940,0.677326,-127.970,110.730,-41.272
image_000034_20250813_194653_615.jpg,98,0.617504,0.315174,-0.106935,-0.058429,0.708770,-11.484,160.246,-15.131
image_000034_20250813_194653_615.jpg,23,0.150750,0.075853,0.029458,0.085187,0.740962,-10.221,156.392,-14.647
image_000034_20250813_194653_615.jpg,40,13.516128,12.196140,-0.013419,-0.078741,0.490021,-5.045,123.686,-38.839
image_000034_20250813_194653_615.jpg,203,0.394292,0.198159,0.161368,0.169643,0.784928,-10.358,154.082,-18.288
image_000034_20250813_194653_615.jpg,62,0.380459,0.196256,0.152521,0.006803,0.819219,-158.208,-8.311,59.832
image_000007_20250813_194626_163.jpg,40,0.368912,0.207405,-0.080112,-0.101628,0.670386,10.459,173.783,36.993
image_000007_20250813_194626_163.jpg,98,0.258082,0.139868,-0.158528,-0.018562,0.708316,10.132,172.342,35.446
image_000007_20250813_194626_163.jpg,62,0.300023,0.153561,0.125281,-0.036583,0.717625,-156.103,9.878,2.500
image_000007_20250813_194626_163.jpg,23,0.425985,0.214543,0.014677,0.073451,0.745966,9.813,174.663,37.143
image_000007_20250813_194626_163.jpg,124,0.511307,0.266565,-0.109541,0.137345,0.765640,-110.277,122.981,18.569
image_000007_20250813_194626_163.jpg,203,0.157676,0.096888,0.170898,0.113590,0.781613,11.012,176.745,27.939
image_000046_20250813_194705_890.jpg,124,2.797499,2.638074,-0.104705,0.101083,0.686533,-106.150,114.206,1.494
image_000046_20250813_194705_890.jpg,98,0.427897,0.222877,-0.166767,-0.052118,0.783648,7.797,169.654,-14.919
image_000046_20250813_194705_890.jpg,23,0.306533,0.242583,0.004312,0.051673,0.798085,8.226,167.623,-16.448
image_000046_20250813_194705_890.jpg,40,0.400688,0.202211,-0.091728,-0.137702,0.812966,9.775,164.026,-19.703
image_000046_20250813_194705_890.jpg,203,0.729721,0.367186,0.154104,0.097136,0.808409,9.152,160.155,-18.939
image_000046_20250813_194705_890.jpg,62,0.717606,0.688685,0.113046,-0.058801,0.866284,171.418,-10.578,14.647
image_000025_20250813_194644_442.jpg,124,0.429550,0.257722,-0.126939,0.147474,0.736041,106.569,-141.097,1.607
image_000025_20250813_194644_442.jpg,98,2.892832,2.459238,-0.208589,-0.005186,0.769796,25.926,160.778,-37.366
image_000025_20250813_194644_442.jpg,23,0.185452,0.092744,-0.017453,0.063220,0.755391,23.924,166.748,-14.945
image_000025_20250813_194644_442.jpg,203,0.322367,0.170808,0.140917,0.078919,0.762324,24.308,169.789,-11.353
image_000025_20250813_194644_442.jpg,40,0.562951,0.281741,-0.144223,-0.106329,0.761691,24.862,174.600,-10.077
image_000025_20250813_194644_442.jpg,62,0.595582,0.566551,0.070781,-0.069018,0.789357,173.830,-24.996,-6.416
image_000036_20250813_194655_650.jpg,124,4.180978,3.974555,-0.068186,0.110701,0.598158,-109.476,103.660,-2.600
image_000036_20250813_194655_650.jpg,203,0.509000,0.258243,0.199054,0.143732,0.716224,-0.229,173.178,-8.462
image_000036_20250813_194655_650.jpg,23,0.526633,0.263481,0.052953,0.080905,0.709819,-0.626,174.926,-5.998
image_000036_20250813_194655_650.jpg,98,0.761342,0.384504,-0.107816,-0.042498,0.724410,-2.480,171.653,-11.263
image_000036_20250813_194655_650.jpg,40,0.578120,0.290343,-0.017562,-0.119791,0.731057,-3.346,178.002,-11.489
image_000036_20250813_194655_650.jpg,62,0.700743,0.644141,0.174984,-0.016619,0.738877,166.520,3.180,11.390
image_000005_20250813_194624_127.jpg,40,0.623452,0.530330,-0.118442,-0.097374,0.716132,24.956,158.845,19.157
image_000005_20250813_194624_127.jpg,98,0.243602,0.143064,-0.177817,0.003865,0.724916,-26.976,-176.960,-11.658
image_000005_20250813_194624_127.jpg,124,0.703657,0.352538,-0.098737,0.156708,0.741071,-100.685,135.788,1.321
image_000005_20250813_194624_127.jpg,62,0.658621,0.626642,0.098333,-0.065253,0.758501,-175.217,26.110,4.510
image_000005_20250813_194624_127.jpg,23,0.266308,0.179716,0.010560,0.069826,0.750311,25.801,168.221,-16.233
image_000005_20250813_194624_127.jpg,203,238.163696,177.579239,0.010525,0.005595,0.046361,-25.703,-100.319,-70.889
image_000003_20250813_194622_124.jpg,124,0.138059,0.127927,-0.102303,0.164466,0.747900,119.320,-132.025,4.003
image_000003_20250813_194622_124.jpg,98,21.148388,18.946766,-0.080914,0.000455,0.407055,3.743,-137.006,-69.164
image_000003_20250813_194622_124.jpg,23,0.748586,0.436393,0.023300,0.100632,0.757329,9.169,175.837,-11.009
image_000003_20250813_194622_124.jpg,203,25.490141,23.191244,0.093299,0.079324,0.399161,-14.147,-122.486,-57.980
image_000003_20250813_194622_124.jpg,62,0.439332,0.243408,0.135797,-0.013655,0.760394,176.186,-8.490,10.092
image_000051_20250813_194711_026.jpg,40,0.416706,0.218649,-0.046811,-0.129234,0.699714,6.443,169.647,43.163
image_000051_20250813_194711_026.jpg,98,0.224287,0.114243,-0.129692,-0.049122,0.738140,12.014,165.207,-18.084
image_000051_20250813_194711_026.jpg,62,0.871221,0.559786,0.158362,-0.061641,0.784859,-159.270,6.649,1.730
image_000051_20250813_194711_026.jpg,124,0.509541,0.258530,-0.089860,0.112289,0.804373,-112.806,121.275,9.623
image_000051_20250813_194711_026.jpg,23,0.111575,0.060081,0.039719,0.050388,0.802326,7.477,174.688,26.628
image_000051_20250813_194711_026.jpg,203,2.505613,2.145284,0.198521,0.097296,0.848354,-8.656,-171.971,-41.166
image_000029_20250813_194648_478.jpg,124,13.817186,13.322960,-0.075934,0.112103,0.465430,-92.110,81.387,-30.438
image_000029_20250813_194648_478.jpg,203,0.589968,0.298107,0.181640,0.134365,0.643086,9.375,171.754,-17.250
image_000029_20250813_194648_478.jpg,23,0.683835,0.346119,0.027244,0.087123,0.632022,7.031,167.010,-21.770
image_000029_20250813_194648_478.jpg,98,1.074073,0.938170,-0.142449,-0.015703,0.633945,-8.146,-178.800,1.466
image_000029_20250813_194648_478.jpg,40,0.400501,0.201221,-0.066109,-0.102674,0.662209,9.203,171.618,-16.068
image_000029_20250813_194648_478.jpg,62,23953798070272.000000,11976899035136.000000,0.001344,-0.000384,0.005716,107.509,1.245,53.580
image_000002_20250813_194621_123.jpg,124,0.592668,0.519973,-0.111783,0.160017,0.754842,118.396,-123.940,3.756
image_000002_20250813_194621_123.jpg,203,0.236746,0.171748,0.170537,0.159975,0.751784,1.923,175.805,-4.392
image_000002_20250813_194621_123.jpg,40,228580.500000,114707.148438,-0.001703,-0.002267,0.018708,5.125,-100.951,-75.849
image_000002_20250813_194621_123.jpg,98,0.790897,0.704860,-0.146540,-0.013525,0.762193,3.087,167.076,-8.024
image_000002_20250813_194621_123.jpg,23,0.738046,0.489553,0.019954,0.103179,0.745638,-4.585,-166.338,3.867
image_000002_20250813_194621_123.jpg,62,0.109090,0.094648,0.140108,-0.002637,0.748301,178.434,-1.734,2.373
image_000033_20250813_194652_579.jpg,124,0.794375,0.724893,-0.095123,0.108526,0.686143,-130.756,110.492,-39.292
image_000033_20250813_194652_579.jpg,98,0.271235,0.138714,-0.103395,-0.062645,0.727261,-13.524,165.515,-11.928
image_000033_20250813_194652_579.jpg,23,0.237001,0.126610,0.036236,0.082436,0.728079,-12.297,163.519,-21.730
image_000033_20250813_194652_579.jpg,203,0.510916,0.257643,0.173265,0.170776,0.764352,-11.982,163.097,-21.094
image_000033_20250813_194652_579.jpg,40,0.346162,0.193471,-0.008762,-0.124798,0.765904,-14.274,164.252,-13.091
image_000033_20250813_194652_579.jpg,62,148.963364,112.168289,0.022156,0.000697,0.104806,-94.135,-1.571,84.478
image_000006_20250813_194625_159.jpg,40,0.480314,0.253090,-0.082325,-0.103699,0.650656,15.744,168.281,38.540
image_000006_20250813_194625_159.jpg,98,0.481036,0.247791,-0.157411,-0.016950,0.685962,13.574,171.617,40.482
image_000006_20250813_194625_159.jpg,62,0.275949,0.147586,0.126424,-0.051020,0.709478,-156.874,12.437,-1.835
image_000006_20250813_194625_159.jpg,23,0.249273,0.125014,0.019049,0.062180,0.721677,14.284,171.382,41.040
image_000006_20250813_194625_159.jpg,124,0.446239,0.227920,-0.101289,0.131680,0.745510,-104.026,123.241,21.080
image_000006_20250813_194625_159.jpg,203,0.699312,0.355421,0.179720,0.096025,0.790124,14.380,174.325,29.898
image_000035_20250813_194654_615.jpg,124,0.779414,0.391634,-0.080051,0.111999,0.663460,-126.203,115.272,-44.634
image_000035_20250813_194654_615.jpg,98,0.420305,0.236933,-0.099320,-0.056809,0.703052,-8.663,153.791,-13.302
image_000035_20250813_194654_615.jpg,23,0.555108,0.278120,0.041598,0.081372,0.726205,-7.769,154.261,-17.042
image_000035_20250813_194654_615.jpg,40,0.446065,0.368276,-0.012350,-0.124905,0.753334,-9.532,159.476,-14.019
image_000035_20250813_194654_615.jpg,203,0.386638,0.195606,0.177036,0.163213,0.784607,-8.140,156.755,-17.527
image_000035_20250813_194654_615.jpg,62,0.262412,0.162044,0.163668,-0.000402,0.814193,164.632,7.943,32.165
image_000049_20250813_194708_990.jpg,124,0.262819,0.148163,-0.102002,0.078523,0.792788,112.784,-122.997,30.591
image_000049_20250813_194708_990.jpg,23,0.280094,0.201131,0.022572,0.022372,0.824005,-7.625,-173.074,-21.888
image_000049_20250813_194708_990.jpg,203,0.818293,0.413996,0.176610,0.070888,0.837866,8.677,167.398,-20.042
image_000049_20250813_194708_990.jpg,98,0.480139,0.260239,-0.148795,-0.083442,0.846105,7.493,176.476,-18.561
image_000049_20250813_194708_990.jpg,62,1.359056,1.352362,0.142641,-0.088052,0.921660,-173.683,8.367,12.129
image_000049_20250813_194708_990.jpg,40,0.373208,0.194835,-0.069441,-0.169364,0.882734,7.364,172.177,-18.394
image_000028_20250813_194647_474.jpg,124,1.823572,1.561250,-0.125068,0.162159,0.644352,107.554,-126.811,-2.923
image_000028_20250813_194647_474.jpg,203,0.142995,0.076004,0.153475,0.134098,0.666298,12.540,177.587,-9.210
image_000028_20250813_194647_474.jpg,98,0.436550,0.229836,-0.178015,-0.001297,0.659436,-11.904,-178.629,0.171
image_000028_20250813_194647_474.jpg,23,0.877687,0.828287,-0.002778,0.093145,0.649391,11.119,164.856,-13.801
image_000028_20250813_194647_474.jpg,40,0.073260,0.046549,-0.104249,-0.092934,0.668565,12.553,178.729,-4.104
image_000028_20250813_194647_474.jpg,62,0.526121,0.472336,0.103582,-0.022857,0.669841,171.099,-11.764,5.821
image_000027_20250813_194646_443.jpg,40,0.320329,0.232519,-0.131929,-0.094323,0.718135,18.913,166.468,9.599
image_000027_20250813_194646_443.jpg,98,0.446185,0.226830,-0.201686,0.003615,0.725860,18.695,150.091,-6.110
image_000027_20250813_194646_443.jpg,124,0.550008,0.517958,-0.133566,0.162512,0.719471,-110.003,133.008,-2.116
image_000027_20250813_194646_443.jpg,203,0.723294,0.609301,0.137260,0.113567,0.725314,17.319,170.636,8.880
image_000027_20250813_194646_443.jpg,23,0.378205,0.278233,-0.017726,0.088387,0.741627,17.865,169.226,-16.653
image_000027_20250813_194646_443.jpg,62,0.328225,0.243199,0.081154,-0.038856,0.728368,-174.408,19.066,-13.302
image_000001_20250813_194620_091.jpg,203,0.620149,0.336760,0.154251,0.128590,0.720350,-4.936,-146.019,22.752
image_000001_20250813_194620_091.jpg,124,0.242265,0.223865,-0.124558,0.131912,0.739476,122.132,-128.474,28.872
image_000001_20250813_194620_091.jpg,40,0.713929,0.362920,-0.071952,-0.125139,0.732650,3.734,172.968,-5.030
image_000001_20250813_194620_091.jpg,62,0.753578,0.380060,0.126083,-0.031873,0.728661,-166.781,3.229,41.390
image_000001_20250813_194620_091.jpg,23,0.739127,0.373563,0.007632,0.073930,0.725876,2.406,166.379,-12.201
image_000001_20250813_194620_091.jpg,98,256.270752,195.230377,-0.013638,-0.003342,0.065469,9.413,91.866,-67.344
image_000021_20250813_194640_403.jpg,40,68.580757,53.378731,-0.001054,-0.033335,0.183550,6.308,-107.743,-76.988
image_000021_20250813_194640_403.jpg,98,0.344869,0.176417,-0.086752,-0.038706,0.642781,1.708,169.946,28.461
image_000021_20250813_194640_403.jpg,62,0.493225,0.286140,0.191723,-0.033960,0.681694,-164.790,2.169,-11.156
image_000021_20250813_194640_403.jpg,124,0.337696,0.170604,-0.056514,0.126536,0.691717,-115.699,119.184,6.373
image_000021_20250813_194640_403.jpg,23,0.760798,0.649170,0.074078,0.070867,0.701190,2.663,173.580,26.343
image_000026_20250813_194645_443.jpg,40,38.512905,29.919819,-0.055889,-0.039098,0.279910,-6.902,-124.089,-81.149
image_000026_20250813_194645_443.jpg,98,0.334075,0.318073,-0.199809,-0.001201,0.703547,23.541,176.608,20.996
image_000026_20250813_194645_443.jpg,62,0.208564,0.187572,0.078280,-0.059146,0.728924,-176.982,21.792,4.597
image_000026_20250813_194645_443.jpg,124,6.930668,6.260110,-0.127254,0.148744,0.710976,86.858,-117.287,-12.793
image_000026_20250813_194645_443.jpg,23,0.393569,0.199177,-0.015027,0.070631,0.728791,22.348,174.283,22.432
image_000026_20250813_194645_443.jpg,203,0.340747,0.280747,0.142060,0.088885,0.744698,22.108,172.334,14.385
image_000010_20250813_194629_195.jpg,124,0.748492,0.375102,-0.059917,0.142943,0.791195,111.525,-113.035,49.212
image_000010_20250813_194629_195.jpg,203,75.550827,57.875996,0.049938,0.037138,0.194774,-10.034,110.479,-83.076
image_000010_20250813_194629_195.jpg,23,1.235186,0.618193,0.064829,0.100677,0.818650,0.114,163.994,-54.596
image_000010_20250813_194629_195.jpg,98,1.757019,0.878886,-0.094106,-0.001437,0.834022,0.513,165.284,-55.345
image_000010_20250813_194629_195.jpg,62,0.388626,0.238542,0.177743,0.018149,0.902465,145.167,-0.158,13.603
image_000010_20250813_194629_195.jpg,40,0.388760,0.206925,-0.020090,-0.067853,0.911259,-2.958,-157.742,-59.999
image_000022_20250813_194641_407.jpg,124,0.084899,0.058560,-0.141607,0.129070,0.706030,-117.103,121.917,-8.353
image_000022_20250813_194641_407.jpg,98,0.611854,0.308487,-0.176784,-0.034538,0.703637,7.555,168.510,-22.632
image_000022_20250813_194641_407.jpg,23,0.711896,0.356032,-0.016427,0.070372,0.719220,5.989,171.170,-34.862
image_000022_20250813_194641_407.jpg,203,0.874099,0.441392,0.136541,0.122841,0.749427,7.026,171.536,-17.765
image_000022_20250813_194641_407.jpg,40,0.276190,0.142809,-0.102135,-0.119631,0.737533,7.345,174.860,-15.755
image_000022_20250813_194641_407.jpg,62,0.755969,0.586506,0.099328,-0.038296,0.769273,-164.028,7.349,21.391
image_000000_20250813_194619_056.jpg,203,0.452348,0.227402,0.157933,0.128085,0.720365,-1.345,-178.943,9.203
image_000000_20250813_194619_056.jpg,62,0.807187,0.408538,0.126207,-0.035690,0.711360,-165.807,3.449,36.912
image_000000_20250813_194619_056.jpg,40,86.972481,70.526077,-0.015796,-0.028249,0.161473,7.894,107.416,-61.046
image_000000_20250813_194619_056.jpg,23,0.251989,0.169151,0.006803,0.069127,0.716972,-2.174,-179.253,14.420
image_000000_20250813_194619_056.jpg,98,0.070943,0.048728,-0.156069,-0.047303,0.718357,-1.715,-175.377,0.773
image_000017_20250813_194636_335.jpg,124,5.707905,5.445241,-0.053598,0.107602,0.605727,-110.142,110.921,17.099
image_000017_20250813_194636_335.jpg,98,0.376166,0.192425,-0.103421,-0.033141,0.773965,-2.552,155.808,-34.613
image_000017_20250813_194636_335.jpg,23,0.557096,0.300564,0.055043,0.092591,0.768775,-2.271,151.415,-36.616
image_000017_20250813_194636_335.jpg,203,0.219344,0.115641,0.200112,0.164219,0.810985,-0.435,155.785,-37.630
image_000017_20250813_194636_335.jpg,40,0.653065,0.347063,-0.024891,-0.098932,0.836609,-3.861,156.382,-29.577
image_000017_20250813_194636_335.jpg,62,42.065880,31.746878,0.054190,0.003791,0.283205,114.805,7.046,52.859
image_000018_20250813_194637_371.jpg,124,7.831347,6.294515,-0.046149,0.151437,0.780320,106.053,-95.095,-23.128
image_000018_20250813_194637_371.jpg,203,0.775660,0.397700,0.219309,0.215996,0.826431,-8.154,148.496,-47.874
image_000018_20250813_194637_371.jpg,23,8.296288,7.778572,0.060654,0.098752,0.602240,-13.259,125.547,-64.477
image_000018_20250813_194637_371.jpg,98,0.755751,0.382484,-0.067352,-0.007718,0.808436,-9.387,147.475,-46.337
image_000018_20250813_194637_371.jpg,40,0.151187,0.080989,0.013383,-0.054389,0.869070,-11.960,148.572,-47.042
image_000018_20250813_194637_371.jpg,62,3.329607,3.278911,0.222779,0.087832,1.046418,-163.413,-1.368,43.905
image_000041_20250813_194700_786.jpg,203,1.740652,1.467867,0.197870,0.118296,0.749144,-8.056,-167.282,12.311
image_000041_20250813_194700_786.jpg,124,0.390873,0.196504,-0.087740,0.115577,0.720462,109.528,-114.960,31.420
image_000041_20250813_194700_786.jpg,23,0.916015,0.458988,0.041320,0.065211,0.739496,2.344,173.048,-43.722
image_000041_20250813_194700_786.jpg,98,0.355529,0.178247,-0.124762,-0.037321,0.791508,-2.885,160.537,43.309
